миловать,1
грозиться,1
отправить,1
известно,1
вскрикнуть,2
увезти,1
сполна,1
припомнить,1
мастерица,1
поручение,1
переехать,1
христианский,1
землянский,1
прийти,2
утаить,1
край,4
приход,1
поведать,1
поклон,2
петрович,5
месяцович,5
здравствуй,2
русский,1
деревня,1
райский,1
клетка,1
раззолотить,1
ветка,1
сад,1
вокруг,1
верхушка,1
свод,1
хрустальный,1
столб,2
полуденный,1
будущий,2
высокий,1
небесный,1
светиться,1
голубой,1
грязный,1
годиться,1
стелька,1
сравниться,1
лазоревый,1
красиво,1
царство,2
набок,1
очутиться,1
проститься,4
прялка,1
прясть,1
лён,1
крестьянка,1
сходиться,1
сторона,2
слышать,1
вбежать,1
твориться,1
мешкотный,1
высоко,1
низко,1
близко,2
вихорь,1
песок,5
умолять,1
услужить,2
бедный,1
мучаться,1
милосердный,1
мучение,5
терпеть,1
прегрешение,1
опал,1
хоромы,1
воздыхать,2
горько,2
тяжко,1
рот,3
проезжий,1
стучать,2
кость,2
гриб,1
девушка,1
усов,1
мальчишка,1
пахать,1
губа,1
шуметь,1
бора,1
вбить,2
ребро,2
частокол,2
изрыть,3
въезжать,2
забывать,1
обещать,1
исполнить,5
попросить,1
учнуть,1
доселевый,1
страдать,1
рыба,12
юдо,6
подъезжать,3
отдыхать,1
нигде,1
отмахать,1
сто,2
верста,1
почин,1
ветер,1
лететь,1
началася,1
велася,1
кажися,2
разуть,1
правый,1
притянуть,1
шнурок,1
шесток,1
посадить,2
невестка,1
свекровь,1
весткать,1
муха,1
послей,1
мир,2
пир,2
прибаутка,1
приняться,1
жена,2
муж,2
потешать,1
трубушко,1
дуб,1
ворон,1
покрепче,1
крестьянин,2
рали,1
ра,3
отдохнуть,2
карман,1
луковка,1
назавтра,1
спрошать,1
попробовать,1
срок,2
слать,1
тоненький,1
прибавить,1
жених,2
сбиться,2
родня,1
мать,3
вышина,2
туманный,2
мрак,3
завернуться,3
братец,6
зачем,2
лик,2
желать,2
терем,9
изумрудный,1
заезжать,2
застучать,1
торопиться,1
насилу,1
волочить,1
задарить,1
храниться,1
поспешно,1
перстень,12
доставить,3
плачевный,1
полюбить,1
огорчить,1
балясы,1
пожимать,1
нежно,1
ручка,2
влюбиться,1
сердиться,1
отвернуться,1
обвенчаться,2
светик,3
свадьба,1
молвь,2
измучить,1
средь,3
соколиный,1
воскипеть,1
страсть,1
узреть,1
едва,1
царица,20
согласися,1
бесподобный,1
сладкий,1
нежность,1
глазок,1
шёлковый,1
занавес,1
бела,1
плотнеть,1
кос,1
другоредить,1
дрянный,1
поспать,1
захотелось,1
бросать,2
берег,4
вздремнуться,1
уколоться,1
разбитый,1
гвоздь,1
острый,1
сбирать,1
снести,1
заснуть,1
напиться,1
сладкое,1
приплыть,1
златошвейный,2
поутру,3
засыпаться,1
поправимый,1
простить,4
просить,2
рыдаючи,1
вздёрнутый,1
высыпать,1
любезный,1
крикнуть,2
копыто,3
толкнуть,1
догорать,1
запад,1
преспокойно,1
засыпать,1
стройный,1
тихий,2
прикорнуться,1
припевать,3
столь,2
даром,1
полюбиться,1
цыплёнок,3
ножонка,2
обхват,2
тонкий,3
бледный,1
рассуждать,1
ясный,3
подсмотреть,1
вертеть,1
дыра,1
сокрыться,3
избежать,1
сильный,3
сохватать,1
вбегать,3
заиграть,3
гусли,3
покушать,1
войти,1
подплывать,3
царевна,9
мелькать,1
смекать,1
ложися,1
ставить,1
раскидывать,1
вещать,2
гулять,4
одинёшенек,1
белый,3
долгий,3
приводить,2
красавица,2
круглый,1
завязать,1
верёвка,1
скласть,1
дорожный,1
ответ,1
царевнин,1
прохлаждение,4
сласть,4
варение,4
прибор,6
обеденный,3
шатёр,13
шитый,2
ширинка,4
поимка,2
занемочь,1
провести,2
хитрить,2
выкинуть,2
просонок,1
сиречь,1
отыскать,4
привести,2
наслать,2
сон,2
крепкий,1
печка,1
стремяннов,2
брада,1
поклясться,1
вслух,1
забавить,1
дворский,1
пить,3
здоровье,1
полати,1
играть,3
гусельцо,1
попевать,1
править,1
самолично,1
весло,1
серебряный,2
шлюпка,3
полушубок,1
солнышко,4
родный,5
дочь,3
слух,1
поганый,1
дворянин,2
николя,1
бывать,1
басурман,1
страна,3
немский,1
далёкий,5
протяжно,1
рассказывать,1
важно,1
веселеть,1
слушать,3
прекрасный,2
красотка,3
бросить,1
говориться,5
забыть,4
пятый,4
бобыть,1
князь,4
четвёртый,2
восточный,1
боярыня,1
точно,2
память,1
второй,3
бобёр,1
перов,1
удружить,1
умудриться,1
надивиться,1
можно,6
страница,1
книжка,1
сосед,1
севодень,3
слуга,4
читать,1
жбан,1
попивать,1
служитель,2
повар,2
кухня,2
вечерком,1
подвести,1
канальск,1
случиться,2
всегда,2
молокосос,1
нос,2
хитрый,2
стремянный,5
взвеселить,1
дружка,2
любить,3
государь,2
потеха,1
надрывийся,1
ловчий,1
заливать,2
сзывать,3
решёточный,1
батюшка,1
ахти,1
закрыться,1
бабушка,1
стол,3
затворять,1
сотворить,1
темень,1
затворить,1
почивальня,1
окошко,2
сперва,2
разумеется,1
искусать,1
скука,1
глядеть,3
приехать,2
уложить,1
путник,1
потеряться,1
щёлок,1
вслед,1
понестись,1
туча,2
свиться,1
огненный,1
стая,1
встрепенулася,1
пламя,2
яркий,1
поперёк,4
хлестать,1
крик,3
надселисить,1
пугнуть,1
обратный,3
привесить,1
тужий,1
завязывать,1
отличиться,3
ай,3
дружочек,3
горбуночка,1
конёчек,1
подползти,1
змейка,2
лазейка,1
скончать,1
батюшкин,1
курица,1
сущий,1
ножка,3
неча,1
пожива,1
переимать,1
кабы,1
десяток,3
привалить,1
дрянь,2
эк,1
дьявольский,2
тьфу,2
разводить,1
закрытый,1
бегать,1
налетать,1
полдень,3
разлиться,2
порой,2
убитый,1
дубовый,3
кряхтеть,1
исчезнуть,1
жгуться,1
плутовка,1
чай,11
рукавичка,1
расстилать,1
обожгусь,1
схватить,2
близкий,2
который,4
клевать,2
прилететь,1
восход,1
втихомолку,2
подлезть,2
закрыт,1
лей,1
стеречь,1
начаться,2
скоро,4
устояться,1
друг,2
вёрст,1
косогор,1
свеча,1
верх,1
сгиб,1
зарь,1
красить,1
луч,4
летний,1
возвышаться,1
океан,1
вал,2
красота,1
несказанный,1
цветок,2
искорка,1
веять,1
ветерок,1
изумруд,1
камень,2
зелень,2
выбегать,4
окончить,3
ловить,1
испить,1
ручей,1
жара,2
прилетать,1
зарница,6
чистый,2
полянин,2
поляна,5
густой,2
осьмыть,2
напоследок,2
тоё,2
доставать,1
восток,4
ломотка,2
усесться,4
приодеться,3
тёплый,3
собираться,2
дорожка,3
подняться,8
полно,6
рано,5
утром,6
счастливый,2
назвать,3
сыскать,6
поход,2
зазориться,2
поторопиться,2
вино,9
заморский,7
корыто,7
открыто,2
поди,3
службишка,3
дружба,4
найти,2
слушаться,2
оттого,5
велита,2
целовать,5
обнимать,5
лиходей,2
попасться,2
нездоровый,1
милый,2
готовый,3
душа,5
утайся,1
вертясь,1
повесить,4
головушка,4
невесёлый,4
зарыдать,1
плясовой,1
дрягнуть,1
почуя,1
сеновал,4
заплакать,4
холоп,2
кол,4
решётка,2
правёж,2
поплатиться,2
клянуся,2
рядиться,4
затрясти,3
напраслина,1
запираться,1
утираться,1
волчком,1
стараться,2
отпираться,2
вздумать,3
дальний,2
каков,1
чуб,1
порою,2
иной,1
сердитый,2
прощать,2
закутаться,1
вперёд,2
вина,4
отпустить,2
виноватый,1
ох,6
туго,1
видно,2
испуг,1
выронить,1
буран,1
лист,1
задрожать,1
отвертеться,1
открыть,2
откуда,3
толком,1
запороть,1
шабалка,1
палка,1
острог,1
садить,2
пророк,1
ажный,1
проведать,1
махнуть,3
татарин,1
сейчас,3
али,2
скрыть,1
указ,7
кой,3
должный,5
молчать,1
приподнявшися,1
гнев,4
прищуриться,1
поштый,1
дважды,2
крякнуть,1
подбодриться,3
поплыть,1
утица,1
прицепить,1
причесаться,1
приумыться,1
подвязаться,1
кафтан,2
надеть,1
явлюся,2
сряжаться,1
путь,13
хватить,1
вставать,3
челядь,2
метла,1
разбудить,4
рядовой,1
добудиться,1
возиться,1
полчаса,1
толкать,1
отворять,4
настежь,1
прибегать,3
без,7
обошлисить,1
вновь,4
наградить,5
довольный,1
вдругоредить,1
перемигнуться,1
смешно,1
усмотреть,1
колотье,1
любоваться,1
растянуться,3
столкнуться,1
дворян,8
посыльный,5
позвать,6
кулак,2
взмах,1
быстрый,1
веление,3
подтвердить,1
нетерпение,1
ларец,2
уклава,1
конец,1
скусить,1
дивоваться,1
подать,1
кровать,4
таловый,1
обруч,1
скрючиться,1
доносчик,1
похваляться,4
светлица,8
изогнувшися,1
плеть,1
погодить,2
богатый,1
проклятый,3
жароптицевый,3
сребро,3
донос,2
справедливый,1
христос,1
истинный,1
миновать,2
кнут,3
врать,3
если,17
прибавлять,2
повинная,2
потом,5
запеть,2
пол,7
стукнуть,3
явиться,9
пробудиться,1
хвать,2
запустить,1
палец,1
подползать,1
вниз,1
еруслан,2
услышать,2
шевелиться,1
зориться,2
начало,1
задний,1
близ,1
лечь,1
опять,10
зевнуть,1
пшено,8
белояров,3
дополна,1
насыпать,1
медвяный,1
нацедить,1
убрать,1
угрожать,1
совсем,1
помнить,4
подождать,1
скрывать,4
ум,3
глупый,1
завтра,13
проворчать,1
э,1
домовый,1
глазеть,1
точнехонький,1
сафьян,1
ала,1
прозумент,1
рубашка,2
лента,1
гладкий,1
волос,1
парень,2
ражий,1
рогов,1
полночный,2
прирядиться,1
нарочно,1
деть,1
поколачивать,1
свернуться,2
меж,4
песенка,2
плести,2
длинный,2
убирать,1
умывать,1
начинать,2
сусек,1
невдомёк,1
суседка,1
свалиться,1
забиться,3
заблистать,1
её,10
окно,1
скидать,1
бережно,1
запирать,1
задвижка,1
коновод,1
старый,5
топнуть,1
заскрыпеть,1
глухо,1
чу,1
ждать,2
творить,2
молитва,1
мёртвый,1
живой,4
заныть,1
грудь,1
наступить,1
овёс,2
обсыпаться,1
спрятаться,1
стойла,1
мясо,1
пост,1
католицкий,1
церковь,2
водить,1
соль,1
злодей,4
чернокнижник,1
ворожея,1
басурманин,1
конюший,3
дума,1
донести,1
уходить,1
слить,1
смигнуть,1
пуля,1
нешто,3
подкараулить,1
домовой,2
проказник,3
вздыхать,1
притча,1
налить,3
будто,7
сытый,2
чан,2
родиться,2
свежий,1
стойло,1
шёлк,1
лосниться,1
шерсть,1
пучок,1
собрать,1
чёлка,1
перевить,1
коса,2
обмыть,1
начисто,1
чисто,1
гребень,1
школить,1
чистить,2
холить,1
неумойка,1
двина,1
немой,1
близорукий,1
глухой,1
плут,3
притвориться,1
случай,2
всякий,2
сокрывать,1
лукавство,1
вон,7
потурить,1
пришлец,1
божиться,1
злиться,1
диво,6
ребёнок,1
слыть,1
боярский,1
начальник,3
примечать,3
спальник,17
через,5
неделя,6
раздолье,2
столько,2
сладко,3
коробов,1
сапог,2
государев,1
потужить,1
нисколько,3
затесаться,1
удалый,1
мирянин,4
рыскать,1
дубрава,2
зверь,1
свистать,1
соловей,1
стоить,3
гроб,3
новый,1
буян,1
остров,1
окиян,21
впереди,4
пождать,1
присказка,4
рассыпать,1
гром,1
громов,1
облак,2
сбоку,3
стоячий,1
подниматься,1
солнце,6
прямо,5
срываться,1
узда,2
злата,1
порасти,1
уйти,2
коза,1
коурка,1
вещий,1
бурка,1
сивка,1
проказа,2
иванов,1
начинаться,1
учиниться,2
красавец,3
свариться,2
котёл,12
тридцать,1
спасти,1
затея,2
число,2
прощение,8
выпросить,1
кит,33
селение,2
солнцево,2
посол,3
ездить,3
девица,41
похитить,1
поймать,5
хитро,2
проспать,2
попасть,3
суседкий,2
государский,3
находиться,1
наделать,1
позабавить,1
поживать,1
жениться,9
враз,1
поделиться,1
дружно,1
ендова,1
постучать,1
зашить,1
опояска,2
получить,3
царски,1
вприсядку,1
ломиться,1
горбатко,1
трепак,1
махать,2
скакун,1
кликнуть,2
таков,1
высыпаться,1
драться,3
чур,2
чудно,1
воевода,1
царский,17
огород,1
завод,1
конюшенный,1
штука,2
эка,1
согласный,1
порука,1
царско,1
конюшенна,1
кататься,2
сыр,3
масло,2
наряжаться,2
платье,5
красный,15
золото,5
прийтись,3
нечего,1
назад,5
прибежать,2
разорвать,1
уздечка,1
сбить,1
смех,3
сафьянный,1
кушак,1
цветной,1
нашивка,1
седой,4
конюх,1
конюшня,5
повелеть,1
великодушный,1
прибавка,1
милость,4
отвесить,1
велеть,6
тотчас,12
десять,5
серебро,1
добро,3
промен,1
менять,1
пара,3
надуться,1
выступать,1
хозяин,8
жеребёнок,1
чей,1
ребята,3
окружать,1
оборотиться,2
спросить,4
засмотреться,1
довольно,1
гладить,2
трепать,1
тихо,4
ласковый,3
заходить,1
слева,1
справа,1
сводить,1
прыг,3
молодцом,4
вмиг,6
раскланяться,1
ура,1
пасть,4
колено,4
въехать,1
стрелец,2
покатиться,1
рынок,1
нарядиться,2
умыться,1
ворота,3
повозка,3
гей,6
заведать,1
худо,1
поглядеть,1
надёжа,1
статься,2
мешать,2
гнать,1
делать,5
тьма,1
сегодня,1
должность,1
исправлять,3
правда,3
вера,1
служить,4
рассказать,4
складно,1
изволить,6
приказать,13
казнить,3
вели,6
упадать,1
тело,1
восклицать,1
помиловать,4
дворец,11
доклад,1
поехать,11
часть,1
оставить,4
доложить,1
двор,10
зевать,4
престрого,1
наказать,1
подивиться,1
мудрый,1
божий,6
тереть,1
пылкий,1
вороной,2
расступиться,1
снять,5
зашевелиться,2
бич,3
усач,1
прочь,2
босоногий,1
прочищать,1
приказ,10
развеселиться,1
удивиться,1
кишеть,1
кишмя,1
вход,2
выход,2
давка,1
отряд,6
градский,1
тем,7
между,4
мигать,1
денежка,1
покупальщик,1
разный,4
всяк,1
бар,1
тара,1
сюда,3
пожаловать,1
господин,2
честной,3
закликать,1
крещёный,2
люд,2
народ,9
обманывать,1
урод,1
ника,1
погром,1
давёжить,1
содом,2
чтобы,6
подле,2
надсмотрщик,2
гость,5
громкий,5
трубить,3
труба,4
злато,2
бородатый,1
длинноусый,1
глашатый,1
рядом,1
городской,1
стража,1
сотня,2
меховой,1
туфля,1
выезжать,1
наступать,4
обедня,1
покупать,4
городничий,6
обычай,1
палата,1
больший,4
супротив,1
ряд,9
конный,6
становиться,1
впрягать,1
прохрапеть,1
вплоть,1
присесть,1
воз,1
хохотать,1
цел,1
угаснуть,1
черта,1
нет,17
раздувать,1
надсадиться,1
увидать,2
горелый,1
пенить,1
доскакать,1
туда,2
спрос,1
приезжать,7
поворотить,1
положить,1
тряпка,1
тряпица,3
завернуть,4
поднять,4
ворчать,1
непокой,2
счастие,1
птица,26
жар,15
перо,19
лежать,14
дивиться,1
эко,4
нету,2
дым,1
тепло,1
найтись,1
пять,9
шайтан,2
даться,2
див,1
дымиться,1
греть,1
чудный,2
перед,1
скорее,5
огонёк,2
святой,1
крест,3
оградиться,1
тогда,2
закричать,18
крёстный,1
будить,3
простыть,2
след,2
взвиться,1
горланить,1
теребить,1
крутой,2
бить,3
пустяк,1
звать,4
поминать,2
пристать,1
станичник,1
задавить,3
кремень,1
огниво,1
признаться,3
развесть,1
курево,1
эвон,1
светлый,6
дымка,1
сдаваться,1
плохой,1
право,1
лёгкий,1
минутка,2
проглянуть,1
шутка,2
тёмный,2
эх,3
почесать,2
затылок,3
тихонько,2
указать,1
легонько,1
прикашлянуть,1
подмигнуть,1
левый,2
взглянуть,4
гаврил,1
засветить,1
вдали,1
огонь,3
горазд,1
бог,11
послать,8
немножко,4
опохмелиться,1
лукошко,1
естный,1
принести,4
привязать,3
ветвь,1
навес,1
остановиться,1
заблудиться,1
холодеть,1
воздух,1
темнеть,1
нельзя,4
покоситься,1
больно,5
ступать,2
человек,2
век,3
мыкать,1
уже,4
работать,1
немочь,1
каблучок,1
сапожок,1
позвонок,1
красна,1
обнова,1
привезти,3
молвить,13
спасибо,2
рублёв,1
тысяча,2
коньковый,1
решить,2
вершить,1
этак,4
горюшко,1
чем,10
намеднишний,1
толковать,4
лезть,1
петля,1
неурожай,1
коли,1
иметь,2
насущный,1
живот,3
некорыстный,1
расчёт,1
переться,2
иваша,1
дорога,8
корчиться,1
красть,1
честный,1
воровать,1
стыдно,1
замяться,1
зачесаться,2
испугаться,1
настигнуть,1
миг,2
вихрь,1
клуб,2
пыльный,1
полететь,1
захрапеть,1
гривка,2
встрепенуться,1
лапка,2
встать,2
встряхнуться,1
ревета,1
мочушка,2
брать,10
загрести,1
ложиться,2
пред,8
настиго,1
бес,4
побежать,5
другой,11
сменить,1
небольшой,1
скорый,7
иванушка,19
пустой,1
болтать,1
свести,1
коник,1
клепать,1
горе,6
помочь,7
спороть,3
беда,18
большой,4
тужить,1
мост,1
провалиться,1
буерак,1
издохнуть,1
собака,1
пропасть,2
украсть,1
ласкать,1
друга,2
златогривый,3
добрый,2
сивый,2
бура,2
ой,4
опереться,1
завыть,1
приплясывать,1
радость,4
хлопать,1
вертеться,2
горбунок,19
игрушка,1
прежний,3
боком,1
пан,2
прискочка,1
подпирать,1
бока,2
достигать,2
улица,1
вдоль,3
собраться,3
ночлег,1
пробираться,1
вечер,4
тишком,1
тайком,2
благословиться,1
икона,1
христианин,5
басурманить,1
салтана,1
нейти,1
холст,1
город,2
немец,1
корабль,9
прислать,1
пристань,1
товар,3
ехать,10
первый,7
час,7
черёд,2
катить,1
зверушка,1
чудной,1
пирушка,1
промеж,1
вернулисить,3
перекреститься,2
обняться,1
согласиться,4
рука,9
приятель,2
сям,1
искать,5
пусть,7
лошадка,1
гостить,1
догадка,1
недостать,1
благой,1
мешок,6
хлопнуть,2
попить,2
деньжонки,1
поделить,1
боярин,3
ка,14
отвести,1
седмица,4
рубль,2
выбить,1
разбить,2
лоб,3
даваться,2
клад,4
вестись,2
давно,2
где,15
окриветь,1
сидеть,6
б,6
царь,138
дорого,1
любо,2
обить,2
жемчуг,2
крупный,3
копыт,2
алмазный,2
струиться,4
гореть,4
яхонт,1
храпеть,2
ржать,1
входить,6
потирать,1
оба,5
починить,1
спотыкнувшися,1
босиком,1
дуть,1
прямиком,1
крапива,1
слыхом,2
достать,19
красивый,3
гаврила,2
дом,4
посбить,1
хмель,1
чудо,20
дурень,3
здесь,7
узнать,9
теперь,12
хм,2
игрушечка,1
золотогривый,2
прекрасивый,1
видеть,11
затащиться,1
пьяный,1
зельный,1
натянуться,1
помнится,1
праздник,1
продолжать,2
сказка,16
пролететь,1
дело,10
мы,38
слыхать,4
ничего,8
пробежать,2
этот,13
мало,1
ль,18
много,6
грешный,1
оно,4
смеяться,6
хоть,16
посмеяться,1
слеза,2
сдержаться,1
мочь,10
рассказ,2
бок,5
ухватиться,1
захохотать,1
смочь,1
серчать,1
задремать,1
позевнуть,1
замолчать,4
рассказчик,1
поверить,1
чёртёнок,1
померить,1
слово,12
мутить,1
православный,8
смирно,2
обещаться,2
год,6
целый,3
свет,10
губить,1
взмолиться,1
хитрец,2
биться,4
жом,1
промах,1
сломать,1
башка,1
таскать,2
вскочить,3
сбивать,1
зерно,1
скакать,1
чёрт,6
плошка,1
глаз,12
кошка,1
усама,2
борода,9
дьявол,2
приметить,2
порядок,2
светить,3
тоже,3
ровно,4
месяц,16
удивление,2
похождение,1
ночной,1
про,6
речь,15
оттуда,1
лапоть,1
снимать,1
а,82
пугать,1
сметь,3
ругать,1
давать,6
это,21
сильно,3
вскричать,3
заикаясь,1
поскакать,1
лавка,4
пожар,3
сделаться,2
словно,19
базар,3
валиться,1
кровля,1
чуть,13
всходить,1
пресня,1
песня,5
громко,1
напевать,1
отправляться,4
рассвести,1
закрывать,1
рогожа,1
загонять,1
балаган,4
пастуший,1
ладный,10
пробовать,1
выйти,3
снова,11
напоить,1
мёд,4
жажда,1
угостить,1
голод,1
обвеять,1
лето,1
согреть,1
зимой,2
твой,21
товарищ,1
бабка,1
слышь,11
чёрный,5
шапка,16
пояс,1
отдавать,2
продать,5
ухо,6
аршинный,2
горб,2
спина,4
вершок,5
рост,3
конёк,69
ещё,8
помин,1
бывало,2
поныне,1
рожа,3
два,27
же,40
исход,1
чист,1
погулять,2
воля,2
выпущать,1
заря,6
утренний,1
смотреть,24
смыслить,1
сколько,3
ухаживать,1
покой,3
для,24
владеть,1
усидеть,2
коль,11
устать,1
держаться,2
крепко,6
простой,2
сам,25
справиться,1
обман,1
сила,9
хотеть,14
леса,1
дыбом,1
по,50
скок,2
мчаться,1
ров,1
пласть,1
виснуть,1
над,10
виться,6
стрела,2
пуститься,10
свить,1
змей,1
сверкать,3
бешено,1
очие,1
молодой,6
наперёд,1
задом,1
хребет,1
она,22
прыгнуть,2
хватать,3
хвост,12
волнистый,1
подбегать,1
улуч,1
минута,2
саранча,1
вишь,11
шея,10
сесть,4
разом,5
уметь,6
ведь,22
шутить,3
постоять,11
воришко,1
какой,16
хе,1
эхо,1
завитой,5
кольцо,8
мелок,4
золотой,11
грива,7
бел,2
снег,1
зимний,1
кобылица,5
увидеть,5
рукавица,3
посмотреть,4
привстать,1
заржать,3
конь,35
полночь,2
о,29
вдруг,6
уплетать,1
краюшка,2
считать,3
звезда,5
куст,1
садиться,9
кругом,4
озираючиться,1
обходить,2
идти,9
держать,5
класть,4
пазуха,1
надевать,1
свой,22
малахай,2
слезать,5
иван,125
тут,88
боб,1
горох,1
дать,18
лубковый,1
купить,1
ванюша,8
побегать,2
послушать,6
говорить,70
подойти,2
место,2
потерять,2
голос,7
только,32
кричать,30
ни,32
долго,6
сколь,4
погонять,1
пенять,1
ну,47
око,3
распрекрасный,2
мочить,3
дурацкий,1
из,34
петь,8
угол,2
печь,4
вести,9
ус,2
надо,17
раз,10
третий,3
гаврило,5
несподручный,1
слишком,2
проскакать,1
ночка,1
пробрать,1
сердцов,3
ужасный,1
холод,2
несчастный,1
судьба,2
отвечать,14
сквозь,1
промёрзнуть,1
животик,1
мороз,1
ночью,2
отпереть,1
спать,11
соня,1
крыльцо,4
к,90
утро,3
но,40
жутко,1
забор,2
соседка,1
бежать,12
удариться,1
плясать,3
зуб,3
малое,1
дрожь,1
холодный,2
взять,13
пойти,15
сызнова,1
лицо,1
грязь,1
ударить,2
при,6
есть,16
верно,3
служба,12
